0.3,10,5,0.3,p,0,0.5,0.5,10000
0.3,10,25,0.3,p,1,0.5280745862141211,0.5403310287031216,10000
0.3,10,100,0.3,p,1,0.5171101333892032,0.5631678189817724,10000
0.3,10,300,0.3,p,2,0.550003491863957,0.5713387806411062,10000
0.3,10,5,0.3,ln,0,0.5675326489279978,0.5729799567008869,10000
0.3,10,25,0.3,ln,0,0.5435435435435436,0.5638661917731685,10000
0.3,10,100,0.3,ln,1,0.5645645645645645,0.55478734548502,10000
0.3,10,300,0.3,ln,2,0.5935470354075005,0.5959215028982471,10000
0.3,11,5,0.3,p,0,0.5031468531468531,0.5,10000
0.3,11,25,0.3,p,2,0.5385664335664336,0.5618181818181819,10000
0.3,11,100,0.3,p,3,0.5097202797202798,0.5445454545454546,10000
0.3,11,300,0.3,p,4,0.5434965034965035,0.5788811188811189,10000
0.3,11,5,0.3,ln,0,0.48846153846153845,0.5115384615384615,10000
0.3,11,25,0.3,ln,0,0.5157342657342657,0.5108391608391609,10000
0.3,11,100,0.3,ln,0,0.48202797202797204,0.47167832167832174,10000
0.3,11,300,0.3,ln,0,0.46846153846153843,0.49832167832167834,10000
0.3,12,5,0.3,p,0,0.5,0.5,10000
0.3,12,25,0.3,p,2,0.5423304347826086,0.5479304347826086,10000
0.3,12,100,0.3,p,2,0.5808,0.5789217391304348,10000
0.3,12,300,0.3,p,5,0.5995826086956522,0.5859478260869565,10000
0.3,12,5,0.3,ln,1,0.5456695652173913,0.5542956521739131,10000
0.3,12,25,0.3,ln,1,0.5252869565217391,0.5866434782608695,10000
0.3,12,100,0.3,ln,2,0.5759652173913042,0.6194782608695651,10000
0.3,12,300,0.3,ln,4,0.6174956521739131,0.6029217391304349,10000
0.3,13,5,0.3,p,0,0.5,0.5,10000
0.3,13,25,0.3,p,2,0.504090909090909,0.598006993006993,10000
0.3,13,100,0.3,p,3,0.548951048951049,0.5737762237762237,10000
0.3,13,300,0.3,p,3,0.5713286713286714,0.6032867132867132,10000
0.3,13,5,0.3,ln,2,0.49958041958041954,0.5842657342657344,10000
0.3,13,25,0.3,ln,2,0.5272027972027973,0.5423076923076924,10000
0.3,13,100,0.3,ln,2,0.5806643356643357,0.5851048951048952,10000
0.3,13,300,0.3,ln,2,0.5579720279720279,0.5895804195804195,10000
0.3,14,5,0.3,p,0,0.5,0.5,10000
0.3,14,25,0.3,p,2,0.5215684912475688,0.5935676576826896,10000
0.3,14,100,0.3,p,4,0.5846762989719366,0.573978883023062,10000
0.3,14,300,0.3,p,5,0.6028757988330091,0.5951653237010281,10000
0.3,14,5,0.3,ln,1,0.5038205056960267,0.5032647957766045,10000
0.3,14,25,0.3,ln,1,0.5660600166712975,0.5253542650736315,10000
0.3,14,100,0.3,ln,1,0.5439705473742706,0.5375798833009169,10000
0.3,14,300,0.3,ln,1,0.5388996943595443,0.5354265073631564,10000
0.3,15,5,0.3,p,0,0.4915254237288136,0.5,10000
0.3,15,25,0.3,p,1,0.5691511530980827,0.6016601833842734,10000
0.3,15,100,0.3,p,2,0.5334120589052515,0.5612670186162824,10000
0.3,15,300,0.3,p,2,0.5403584328980272,0.5511253125868297,10000
0.3,15,5,0.3,ln,1,0.49652681300361207,0.5620311197554876,10000
0.3,15,25,0.3,ln,2,0.569672131147541,0.5896776882467352,10000
0.3,15,100,0.3,ln,3,0.5480689080300083,0.567657682689636,10000
0.3,15,300,0.3,ln,4,0.5617879966657405,0.5646012781328146,10000
0.3,16,5,0.3,p,0,0.5040650406504065,0.5,10000
0.3,16,25,0.3,p,1,0.5412410534361753,0.5773052602320895,10000
0.3,16,100,0.3,p,1,0.5336321311931068,0.5925925925925926,10000
0.3,16,300,0.3,p,2,0.5319991661455076,0.588701271628101,10000
0.3,16,5,0.3,ln,0,0.5087554721701063,0.5088249600444723,10000
0.3,16,25,0.3,ln,2,0.5748731846292822,0.5969703286776458,10000
0.3,16,100,0.3,ln,2,0.5718504620943645,0.5630255020498923,10000
0.3,16,300,0.3,ln,2,0.5542352859426031,0.5203946911263985,10000
0.3,17,5,0.3,p,0,0.5025452488687784,0.5,10000
0.3,17,25,0.3,p,0,0.524568721719457,0.5480415723981901,10000
0.3,17,100,0.3,p,2,0.5718679298642534,0.6028704751131221,10000
0.3,17,300,0.3,p,2,0.6052036199095022,0.5886595022624435,10000
0.3,17,5,0.3,ln,0,0.504524886877828,0.504418834841629,10000
0.3,17,25,0.3,ln,0,0.5112768665158371,0.5197610294117647,10000
0.3,17,100,0.3,ln,0,0.45068580316742085,0.49480345022624433,10000
0.3,17,300,0.3,ln,1,0.5275028280542986,0.5205740950226244,10000
0.3,18,5,0.3,p,0,0.5,0.5,10000
0.3,18,25,0.3,p,2,0.5653217391304348,0.5952695652173912,10000
0.3,18,100,0.3,p,2,0.5893217391304348,0.6493217391304348,10000
0.3,18,300,0.3,p,4,0.5938782608695652,0.594991304347826,10000
0.3,18,5,0.3,ln,0,0.4986086956521739,0.49067826086956523,10000
0.3,18,25,0.3,ln,0,0.5138086956521739,0.5782956521739131,10000
0.3,18,100,0.3,ln,1,0.49951304347826087,0.5410086956521739,10000
0.3,18,300,0.3,ln,2,0.6283478260869566,0.5755826086956521,10000
0.3,19,5,0.3,p,0,0.5,0.5,10000
0.3,19,25,0.3,p,1,0.5476190476190476,0.5720551378446116,10000
0.3,19,100,0.3,p,3,0.5510999721526039,0.5685045948203843,10000
0.3,19,300,0.3,p,4,0.58312447786132,0.5730994152046783,10000
0.3,19,5,0.3,ln,0,0.5,0.5,10000
0.3,19,25,0.3,ln,0,0.5184140907825118,0.550368978000557,10000
0.3,19,100,0.3,ln,1,0.5685045948203844,0.6072820941241993,10000
0.3,19,300,0.3,ln,1,0.5824282929546087,0.6054720133667502,10000
0.3,1,5,0.3,p,0,0.5,0.5,10000
0.3,1,25,0.3,p,2,0.5376,0.5292173913043479,10000
0.3,1,100,0.3,p,3,0.49996521739130434,0.527095652173913,10000
0.3,1,300,0.3,p,4,0.5282086956521739,0.5531826086956522,10000
0.3,1,5,0.3,ln,1,0.5640000000000001,0.5237913043478261,10000
0.3,1,25,0.3,ln,1,0.4638608695652174,0.48201739130434784,10000
0.3,1,100,0.3,ln,2,0.5006260869565218,0.5119304347826087,10000
0.3,1,300,0.3,ln,2,0.48817391304347824,0.5243130434782608,10000
0.3,20,5,0.3,p,0,0.5,0.5,10000
0.3,20,25,0.3,p,0,0.47520144484579047,0.4713462072797999,10000
0.3,20,100,0.3,p,0,0.49527646568491246,0.5096554598499583,10000
0.3,20,300,0.3,p,1,0.491664351208669,0.522645179216449,10000
0.3,20,5,0.3,ln,0,0.5053139761044734,0.5028132814670742,10000
0.3,20,25,0.3,ln,0,0.4984370658516255,0.4973256460127813,10000
0.3,20,100,0.3,ln,0,0.5123645457071409,0.5151430953042512,10000
0.3,20,300,0.3,ln,1,0.5651917199222007,0.5297304806890804,10000
0.3,21,5,0.3,p,0,0.5,0.5,10000
0.3,21,25,0.3,p,3,0.5959988885801611,0.6189219227563213,10000
0.3,21,100,0.3,p,3,0.5423728813559322,0.577729924979161,10000
0.3,21,300,0.3,p,3,0.5242428452347874,0.5066685190330648,10000
0.3,21,5,0.3,ln,1,0.5108363434287302,0.4960405668241178,10000
0.3,21,25,0.3,ln,2,0.56366351764379,0.6048902472909141,10000
0.3,21,100,0.3,ln,2,0.5610586273964989,0.5520978049458183,10000
0.3,21,300,0.3,ln,2,0.5486593498193943,0.5734231731036399,10000
0.3,22,5,0.3,p,0,0.5,0.5,10000
0.3,22,25,0.3,p,1,0.5286081757508343,0.5233940489432702,10000
0.3,22,100,0.3,p,3,0.544702447163515,0.5364293659621802,10000
0.3,22,300,0.3,p,3,0.5331270856507231,0.494646829810901,10000
0.3,22,5,0.3,ln,1,0.49920050055617354,0.5177280311457175,10000
0.3,22,25,0.3,ln,2,0.5168937708565072,0.5021551724137931,10000
0.3,22,100,0.3,ln,2,0.5227683537263625,0.4801863181312569,10000
0.3,22,300,0.3,ln,2,0.5063264738598443,0.489015572858732,10000
0.3,23,5,0.3,p,0,0.5,0.5,10000
0.3,23,25,0.3,p,1,0.5268970803428332,0.6269597937425964,10000
0.3,23,100,0.3,p,4,0.592502264650547,0.6060204863772559,10000
0.3,23,300,0.3,p,6,0.6260887743014424,0.6005853250644555,10000
0.3,23,5,0.3,ln,1,0.5337955543167724,0.5496481081457738,10000
0.3,23,25,0.3,ln,1,0.5544909762385897,0.6290850811790119,10000
0.3,23,100,0.3,ln,1,0.6336143822730124,0.6352867396000278,10000
0.3,23,300,0.3,ln,2,0.6445543864539056,0.6092955194759947,10000
0.3,24,5,0.3,p,0,0.5,0.5,10000
0.3,24,25,0.3,p,1,0.5937565108688103,0.5569831238280436,10000
0.3,24,100,0.3,p,1,0.5947982498784637,0.5762205708729773,10000
0.3,24,300,0.3,p,4,0.5944857281755678,0.5947635252448087,10000
0.3,24,5,0.3,ln,0,0.503923883603028,0.5042364053059241,10000
0.3,24,25,0.3,ln,0,0.446524064171123,0.4959719424960066,10000
0.3,24,100,0.3,ln,0,0.5098965205917078,0.5239252725883742,10000
0.3,24,300,0.3,ln,1,0.4877422043197444,0.5269810403500242,10000
0.3,25,5,0.3,p,0,0.5,0.5,10000
0.3,25,25,0.3,p,0,0.5014706912248758,0.5395685972407032,10000
0.3,25,100,0.3,p,1,0.5473072344001682,0.5583024021290006,10000
0.3,25,300,0.3,p,3,0.5994117235100497,0.6049443238322012,10000
0.3,25,5,0.3,ln,0,0.5195741998739407,0.491981231178654,10000
0.3,25,25,0.3,ln,1,0.5003501645773514,0.47622382519784295,10000
0.3,25,100,0.3,ln,1,0.5344211779536382,0.4291617060018208,10000
0.3,25,300,0.3,ln,2,0.5522095384830871,0.5426850619791302,10000
0.3,26,5,0.3,p,0,0.5,0.5,10000
0.3,26,25,0.3,p,1,0.5678268786329574,0.6040689123888228,10000
0.3,26,100,0.3,p,4,0.5738497093634009,0.5939491561033686,10000
0.3,26,300,0.3,p,5,0.546256740668114,0.5626444428881575,10000
0.3,26,5,0.3,ln,0,0.5168429161706002,0.5372224945724491,10000
0.3,26,25,0.3,ln,0,0.47237201484697816,0.5435954898802436,10000
0.3,26,100,0.3,ln,4,0.5583024021290006,0.5716086560683521,10000
0.3,26,300,0.3,ln,5,0.5746901043490441,0.5802927375866658,10000
0.3,27,5,0.3,p,0,0.5,0.5,10000
0.3,27,25,0.3,p,0,0.5529166666666667,0.5762152777777777,10000
0.3,27,100,0.3,p,1,0.5308333333333333,0.5531944444444444,10000
0.3,27,300,0.3,p,3,0.5622916666666667,0.6015277777777778,10000
0.3,27,5,0.3,ln,1,0.509201388888889,0.5249305555555556,10000
0.3,27,25,0.3,ln,2,0.5194791666666666,0.5882638888888888,10000
0.3,27,100,0.3,ln,2,0.53625,0.5893055555555556,10000
0.3,27,300,0.3,ln,4,0.5456944444444445,0.5706944444444444,10000
0.3,28,5,0.3,p,0,0.5,0.5,10000
0.3,28,25,0.3,p,2,0.5216840326668544,0.577196564348071,10000
0.3,28,100,0.3,p,3,0.591875528020276,0.6186285553365249,10000
0.3,28,300,0.3,p,3,0.6165868769360743,0.5736412278231484,10000
0.3,28,5,0.3,ln,0,0.5147141650239369,0.5457265558997465,10000
0.3,28,25,0.3,ln,1,0.4533934103069558,0.52787947057167,10000
0.3,28,100,0.3,ln,2,0.561003942551394,0.5627288087862575,10000
0.3,28,300,0.3,ln,2,0.6093353984793016,0.587017741481273,10000
0.3,29,5,0.3,p,0,0.5,0.5,10000
0.3,29,25,0.3,p,1,0.5486144871171609,0.5838252656434474,10000
0.3,29,100,0.3,p,3,0.5814987151885548,0.6337940134731579,10000
0.3,29,300,0.3,p,5,0.6006667129661782,0.6546982429335371,10000
0.3,29,5,0.3,ln,0,0.4956594207931106,0.49579831932773105,10000
0.3,29,25,0.3,ln,0,0.4744079449961803,0.5168067226890756,10000
0.3,29,100,0.3,ln,1,0.4836099729147857,0.5143065490659073,10000
0.3,29,300,0.3,ln,2,0.6012917563719703,0.609070074310716,10000
0.3,2,5,0.3,p,0,0.5,0.5,10000
0.3,2,25,0.3,p,3,0.520850737956001,0.6097187412976885,10000
0.3,2,100,0.3,p,3,0.5989974937343358,0.6024087997772207,10000
0.3,2,300,0.3,p,4,0.5997632971317182,0.585352269562796,10000
0.3,2,5,0.3,ln,2,0.4361598440545809,0.6005987190197717,10000
0.3,2,25,0.3,ln,3,0.5090852130325814,0.5814884433305486,10000
0.3,2,100,0.3,ln,3,0.5334168755221387,0.5689919242550822,10000
0.3,2,300,0.3,ln,3,0.58994708994709,0.5944026733500418,10000
0.3,30,5,0.3,p,0,0.5,0.5,10000
0.3,30,25,0.3,p,1,0.569198933782267,0.6114618406285072,10000
0.3,30,100,0.3,p,2,0.6435185185185184,0.638608305274972,10000
0.3,30,300,0.3,p,2,0.6018518518518519,0.5898569023569024,10000
0.3,30,5,0.3,ln,1,0.5778970258136924,0.637030022446689,10000
0.3,30,25,0.3,ln,2,0.5582912457912457,0.605148709315376,10000
0.3,30,100,0.3,ln,3,0.570496632996633,0.6210718294051627,10000
0.3,30,300,0.3,ln,3,0.5556257014590348,0.538790684624018,10000
0.3,31,5,0.3,p,0,0.5,0.5,10000
0.3,31,25,0.3,p,1,0.5638593565422833,0.6059342644708497,10000
0.3,31,100,0.3,p,2,0.608644291571121,0.6321311931068029,10000
0.3,31,300,0.3,p,2,0.6005142102703078,0.594955180321034,10000
0.3,31,5,0.3,ln,0,0.4805086512403586,0.5436383851017997,10000
0.3,31,25,0.3,ln,0,0.5554860676811896,0.5658397609617122,10000
0.3,31,100,0.3,ln,1,0.5567368494197762,0.6019734556319921,10000
0.3,31,300,0.3,ln,1,0.5566326176082274,0.5392953929539295,10000
0.3,32,5,0.3,p,0,0.5,0.5,10000
0.3,32,25,0.3,p,1,0.5762813292030414,0.6165164742326106,10000
0.3,32,100,0.3,p,2,0.5629048155449169,0.5737116305266122,10000
0.3,32,300,0.3,p,2,0.5390735004224162,0.546676992396508,10000
0.3,32,5,0.3,ln,1,0.5186567164179106,0.6184525485778654,10000
0.3,32,25,0.3,ln,1,0.5676569980287243,0.5549141087017742,10000
0.3,32,100,0.3,ln,1,0.534638130104196,0.5311883976344691,10000
